A list of all the names already used for the levels.
Please choose different names.
=====================================================

             Name                 Collection    Num.
Late Morning Run                Challenge-IV    1201
Late Morning Run 2              Challenge-IV    1255
Late Winter!                    Challenge-I     1923
Latitude North .                Challenge-III   0805
Launching Ogre                  Beginner-I      1834
Lauson´s room                   Beginner-I      1923
Lava fall                       Beginner-II     0319
Laviedusud                      Beginner-II     0221
Law Reduction                   Beginner-II     0696
Law Seduction                   Beginner-II     0925
Layer by layer                  Sokoban-I       1247
Layered Approach                Beginner-II     0159
Lazer Problem                   Beginner-I      1367
LaZeR tRiP                      Beginner-II     0098
Lazy Mess                       Sokoban-I       1038
Lazy Saturday Morning           Challenge-I     1584
LCB                             LaserTank       1213
Le barrage                      Challenge-III   0853
Le bob_slay                     Sokoban-I       0835
Le bon choix                    Challenge-IV    1375
Le bon choix 2                  Challenge-IV    1376
Le bon choix 3                  Challenge-IV    1377
Le bon choix 4                  Challenge-IV    1378
Le bon départ.                  Challenge-V     0471
Le bunker                       LaserTank       1478
Le bunker (bis)                 Challenge-II    1791
Le carré des miroirs            Challenge-II    1163
Le carré magique                Beginner-II     0817
Le château                      Sokoban-II      0719
Le Château Fort                 LaserTank       1477
Le cyclope                      Challenge-II    1784
Le cyclope Deux                 Challenge-II    1829
Le Despote                      Sokoban-II      0827
Le Diable 1                     Challenge-II    0087
Le fou du roi                   Sokoban-II      0283
Le gouffre                      Challenge-IV    1374
Le grand Pont                   Sokoban-I       0996
Le labyrinthe                   LaserTank       1479
Le lac gelé                     Challenge-I     1772
le magicien de Monte-Carlo      Sokoban-II      0921
Le Mamba                        Challenge-II    1718
Le Mont Ventoux                 Sokoban-II      0483
Le passage                      Sokoban-I       1235
Le peintre des étoiles          Sokoban-II      0472
Le piège                        Beginner-I      1687
Le Rubicond                     LaserTank       1476
Le Sacre du Printemps           Beginner-II     0492
Le Sans Souci                   Sokoban-II      0426
Le soleil                       Sokoban-I       1948
Le tunnel                       Beginner-I      1688
Le Vieux Pressoir               Sokoban-I       1055
le Village De Voisins           Challenge-II    1597
LeA Quick Puzzle                Sokoban-I       1063
Lead                            Beginner-II     0027
Lead Zepplin                    Challenge-I     0427
LEADCRYSTAL WATERS              LaserTank       0346
Leak in the Basement            Challenge-III   1744
Leanchoilia                     Challenge-IV    0203
Leap Frog                       Challenge-IV    0448
Leap of Faith                   Beginner-I      0079
Leap of Faith 2                 Beginner-I      0864
learning more                   Beginner-I      1294
Learning The Basics.            LaserTank       0569
Learning to shoot               Beginner-II     0337
LEE                             Challenge-I     0468
LEE 1                           Beginner-I      0870
Left --> Right                  Special-I       0047
Left and Right                  LaserTank       1326
Left or Right                   LaserTank       1400
Left or right ?                 LaserTank       0206
left or right 2?                Challenge-II    1974
Left or right?                  Beginner-I      1322
left or up?                     Challenge-II    1317
left, right, left...            Beginner-II     0109
Left? Right?                    Beginner-I      0592
Lefts and Rights                Challenge-II    1539
Leftzote                        Beginner-II     1142
Legal action                    Challenge-II    1044
Leguminosa                      Sokoban-I       0935
lekkerdoen's Chall-I #1501      Sokoban-II      0306
Lemon Surf                      Challenge-II    0138
Lemons Into Lemonade            Beginner-II     1347
Lenargurion                     Challenge-IV    0130
Lengliorla Loves Meriadoc       Beginner-II     0301
L'envole                        Challenge-III   0762
Lepidoptera                     LaserTank       0175
Les dents de la mer             Sokoban-I       0843
Les douves                      Sokoban-I       0289
les grottes                     Challenge-I     1942
Les Mondes Engloutis            Sokoban-II      0826
Les outils suspendus            LaserTank       0948
Les Ponts d'Avignon             Challenge-I     1338
Les premier pas de kro          Beginner-II     0500
Les sept plaies                 Challenge-I     1476
Les souks d'Alep                Sokoban-II      1402
Les souterrains mortels         Challenge-I     1818
Less Busy                       Challenge-IV    0995
Less Than Two Moves             Challenge-IV    0731
Less then 25%                   Challenge-I     1246
Lesson                          Challenge-II    1270
Lester                          Challenge-II    0719
Let it be PEACE                 Challenge-III   1274
Let it be PEACE II              Beginner-II     0378
Let it go as it comes           Challenge-III   1689
Let me out  "Mud hole"          Challenge-I     1214
Let me out ! ! !                Challenge-I     0663
Let me out 2                    Challenge-I     0672
Let me out!                     Challenge-I     1844
Let me out...Let me in          Sokoban-I       0711
Let me out:  "Fire hole"        Challenge-I     1207
Let me out:  "Glacier hole"     Challenge-I     1213
Let me out:  "Grass hole"       Challenge-I     1208
Let me out:  "Sand hole"        Challenge-I     1211
Let me out:  "Sky hole"         Challenge-I     1210
Let me out:  "Thunder hole"     Challenge-I     1212
Let me out:  "Water hole"       Sokoban-I       0560
Let op !!                       LaserTank       1605
Let them work for you           LaserTank       1394
Let`s go swimming               LaserTank       0423
L'Etage Maudit                  Challenge-II    0820
Let's clean up the ice!!!       Beginner-I      0296
Let's Get Movin'!               Challenge-I     1804
Let's get of here!              Beginner-I      0294
Let's go my friend              Beginner-I      0372
Let's go scating                LaserTank       2022
Let's play again                Challenge-IV    0371
let's play BUNGEE!              Challenge-IV    0027
Let's play jump                 Beginner-II     0887
Let's see ...                   Challenge-I     0150
Let's swing                     Challenge-II    0186
Let's twist again               Beginner-II     0290
Letter "A"                      Sokoban-I       0064
Letter "B"                      Sokoban-I       0065
Letter "C"                      Sokoban-I       0066
Letter "D"                      Sokoban-I       0067
Letter "E"                      Sokoban-I       0068
Letter "F"                      Sokoban-I       0069
Letter "G"                      Sokoban-I       0070
Letter "H"                      Sokoban-I       0071
Letter "I"                      Sokoban-I       0072
Letter "J"                      Sokoban-I       0073
Letter "K"                      Sokoban-I       0074
Letter "L"                      Sokoban-I       0075
Letter "M"                      Sokoban-I       0076
Letter "N"                      Sokoban-I       0077
Letter "O"                      Sokoban-I       0078
Letter "P"                      Sokoban-I       0079
Letter "Q"                      Sokoban-I       0080
Letter "R"                      Sokoban-I       0081
Letter "S"                      Sokoban-I       0082
Letter "T"                      Sokoban-I       0083
Letter "U"                      Sokoban-I       0084
Letter "V"                      Sokoban-I       0085
Letter "W"                      Sokoban-I       0086
Letter "X"                      Sokoban-I       0087
Letter "Y"                      Sokoban-I       0088
Letter "Z"                      Sokoban-I       0089
Letters From Home               LaserTank       0715
Leurres                         Sokoban-I       0219
lev 2                           Challenge-IV    0545
L'évasion...                    Challenge-I     1773
Level #1                        Beginner-II     0912
Level #500                      Special-I       0206
Level #700 by Yono in Jkt.      Sokoban-II      1397
Level #700 II by Yono           Sokoban-II      1586
Level 12_The DMZ                LaserTank       0158
Level 2B                        Challenge-I     0978
Level 300                       Challenge-II    0716
Level 34                        Sokoban-I       0220
Level 4                         LaserTank       1660
Level For Dummies               Challenge-III   1487
Level no. 2                     LaserTank       0456
Level no. 3                     LaserTank       0457
Level no. 4                     LaserTank       0458
Level no. 5                     LaserTank       0459
Level no. 6                     LaserTank       0460
Level no. 7                     LaserTank       0461
Level no. 8                     LaserTank       0462
Level no. 9                     LaserTank       0463
Level of Horrible Terrors       LaserTank       1737
Level of ilk and ire            LaserTank       1739
Level of Mad Chaos              LaserTank       1738
Level Of Toys                   Challenge-II    0952
Level of Woeful Fiends          LaserTank       1929
Level plus                      LaserTank       0685
Level Squared                   Challenge-III   1745
Level Variation 1               Sokoban-II      0733
Level Variation 10              Sokoban-II      0742
Level Variation 11              Sokoban-II      0743
Level Variation 12              Sokoban-II      0744
Level Variation 13              Sokoban-II      0745
Level Variation 14              Sokoban-II      0746
Level Variation 15              Sokoban-II      0747
Level Variation 16              Sokoban-II      0748
Level Variation 17              Sokoban-II      0749
Level Variation 18              Sokoban-II      0750
Level Variation 19              Sokoban-II      0751
Level Variation 2               Sokoban-II      0734
Level Variation 20              Sokoban-II      0752
Level Variation 21              Sokoban-II      0753
Level Variation 22              Sokoban-II      0754
Level Variation 23              Sokoban-II      0755
Level Variation 24              Sokoban-II      0756
Level Variation 25              Sokoban-II      0757
Level Variation 26              Sokoban-II      0758
Level Variation 27              Sokoban-II      0759
Level Variation 28              Sokoban-II      0760
Level Variation 29              Sokoban-II      0761
Level Variation 3               Sokoban-II      0735
Level Variation 30              Sokoban-II      0762
Level Variation 31              Sokoban-II      0763
Level Variation 32              Sokoban-II      0764
Level Variation 33              Sokoban-II      0765
Level Variation 34              Sokoban-II      0766
Level Variation 35              Sokoban-II      0885
Level Variation 35B             Sokoban-II      0917
Level Variation 36              Sokoban-II      0886
Level Variation 37              Sokoban-II      0887
Level Variation 38              Sokoban-II      0888
Level Variation 39              Sokoban-II      0899
Level Variation 4               Sokoban-II      0736
Level Variation 40              Sokoban-II      0914
Level Variation 41              Sokoban-II      0946
Level Variation 42              Sokoban-II      0947
Level Variation 43              Sokoban-II      0948
Level Variation 44              Sokoban-II      0949
Level Variation 45              Sokoban-II      0950
Level Variation 46              Sokoban-II      0951
Level Variation 46B             Sokoban-II      0968
Level Variation 47              Sokoban-II      0965
Level Variation 48              Sokoban-II      1013
Level Variation 49              Sokoban-II      1014
Level Variation 5               Sokoban-II      0737
Level Variation 50              Sokoban-II      1015
Level Variation 51              Sokoban-II      1095
Level Variation 52              Sokoban-II      1242
Level Variation 53              Sokoban-II      1243
Level Variation 54              Sokoban-II      1279
Level Variation 55              Sokoban-II      1280
Level Variation 56              Sokoban-II      1281
Level Variation 57              Sokoban-II      1282
Level Variation 58              Sokoban-II      1283
Level Variation 59              Sokoban-II      1318
Level Variation 6               Sokoban-II      0738
Level Variation 60              Sokoban-II      1396
Level Variation 7               Sokoban-II      0739
Level Variation 8               Sokoban-II      0740
Level Variation 9               Sokoban-II      0741
Level Variation Sp 1            Special-I       0519
Level X                         Challenge-I     1485
Leveling Bullwhip               Special-I       0372
Lévrier.                        Challenge-IV    1031
Lex Utopia                      Challenge-III   0417
LFE, FLE, FEL, ELF              Challenge-II    1547
Liberate                        Challenge-III   0678
Liberation                      LaserTank       1374
liberty island                  Challenge-I     1780
Life is a Box of Chocolates     Challenge-I     1585
Life is a Highway               Beginner-I      1476
Life Is Loopy                   Challenge-IV    0401
Life Is Loopy Squared           Challenge-IV    0402
Life Preserver                  Challenge-II    1548
Life, Universe, & Everything    Challenge-IV    0163
Life?                           Challenge-III   0898
Lifeslinger                     Special-I       0498
LIFO (Last In, First Out)       Challenge-V     0037
Ligament.                       Challenge-IV    1397
Light before dawn               Challenge-I     1267
Light Factory                   Beginner-I      0093
Light Ice Beam                  Challenge-II    0897
Light level!!                   Beginner-I      0269
Light Sokoban                   Sokoban-I       0522
Lightbulb                       Beginner-I      0802
Likable Long                    Special-I       0046
Like A Kid!                     Challenge-I     1597
Like a Rabbit 1                 Sokoban-II      0342
Like a Rabbit 10                Sokoban-II      0351
Like a Rabbit 11                Sokoban-II      0352
Like a Rabbit 12                Sokoban-II      0353
Like a Rabbit 13                Sokoban-II      0354
Like a Rabbit 14                Sokoban-II      0355
Like a Rabbit 15                Sokoban-II      0356
Like a Rabbit 16                Sokoban-II      0357
Like a Rabbit 2                 Sokoban-II      0343
Like a Rabbit 3                 Sokoban-II      0344
Like a Rabbit 4                 Sokoban-II      0345
Like a Rabbit 5                 Sokoban-II      0346
LIke a Rabbit 6                 Sokoban-II      0347
Like a Rabbit 7                 Sokoban-II      0348
Like a Rabbit 8                 Sokoban-II      0349
Like a Rabbit 9                 Sokoban-II      0350
like a summer rain              Challenge-I     1751
Like a target                   LaserTank       0674
Like Pie                        Beginner-II     0019
Lil' Walk                       Challenge-III   0384
L'île                           LaserTank       1862
L'ile fantastique               Challenge-III   1698
Lily Pond                       Sokoban-I       1913
Limited cargo                   Challenge-III   1113
Limited Ice                     Challenge-II    0872
Limited movability              Challenge-II    1204
Limited Potential               Challenge-III   1456
Limited Re-Entry                Sokoban-I       0861
Limousin                        Beginner-II     0532
L'important d'abord             Sokoban-I       0846
lindA                           Beginner-II     0839
Line Dancing                    Challenge-IV    0753
Line of Fire                    Challenge-IV    0737
Line of Sight                   Sokoban-I       0862
Line of Tunnels                 Sokoban-I       0576
Line Of Victory                 Sokoban-I       0143
Line Puzzle                     Sokoban-I       0479
Line Too Long                   Sokoban-I       0137
Linear Rock Climbing            Challenge-III   1457
Lines You Cannot Cross          Challenge-II    0963
Lining the walls                Special-I       0449
link                            Challenge-IV    0176
LINKIN PARK1                    Challenge-II    1154
LINKIN PARK2                    Beginner-I      1347
LINKIN PARK3                    Beginner-I      1348
LINKIN PARK4                    Sokoban-I       0452
Link's Adventure I              Beginner-II     0133
Linoleum                        Challenge-IV    0158
Linoleum Art                    Sokoban-II      0067
Lion in the cage                Challenge-I     1354
lion of judah                   Challenge-I     0903
Lionel level                    Beginner-I      0401
Lions Club Lake                 Challenge-III   0156
Liquid ice                      Beginner-II     0551
Liquid Links                    Beginner-II     0597
LISERON                         Challenge-II    1138
Liso Leso & Loco                Challenge-I     0142
Listen to the music!!           Beginner-I      0092
Liteshow                        LaserTank       0803
Litghtning Sparrow              LaserTank       1816
Lithium                         Sokoban-I       1529
Litle Castle Canonball 1        LaserTank       0207
Litle Castle Canonball 2        LaserTank       0208
Litle Castle Canonball 3        LaserTank       0209
Litle Castle Canonball 4        LaserTank       0210
Litle Castle Canonball 5        LaserTank       0211
Little Big                      Beginner-II     1318
Little boxes                    Challenge-II    0250
Little cage                     Beginner-II     0680
Little dog.                     Beginner-II     1228
Little Game                     Beginner-I      1967
Little Green Men                Beginner-II     0465
Little Green Trap               LaserTank       0437
Little Grigo                    Sokoban-II      0152
Little Hard One                 LaserTank       1392
Little hi Little Ho             Beginner-II     0642
little house by the stream      Beginner-I      1519
Little house on the prairie     Challenge-I     0346
Little house on the river       Challenge-II    0114
Little hurdle                   Challenge-I     0239
little ice on the pole          Beginner-I      1517
Little impact                   Beginner-I      0825
Little island 2!                LaserTank       1634
Little Level                    Beginner-I      0096
Little maze                     LaserTank       1858
Little Soko 1                   Sokoban-I       0156
Little Soko 10                  Sokoban-I       0165
Little Soko 11                  Sokoban-I       0166
Little Soko 12                  Sokoban-I       0167
Little Soko 13                  Sokoban-I       0168
Little Soko 14                  Sokoban-I       0169
Little Soko 15                  Sokoban-I       0170
Little Soko 16                  Sokoban-I       0171
Little Soko 17                  Sokoban-I       0172
Little Soko 18                  Sokoban-I       0173
Little Soko 19                  Sokoban-I       0174
Little Soko 2                   Sokoban-I       0157
Little Soko 20                  Sokoban-I       0175
Little Soko 21                  Sokoban-I       0176
Little Soko 22                  Sokoban-I       0177
Little Soko 23                  Sokoban-I       0178
Little Soko 24                  Sokoban-I       0179
Little Soko 25                  Sokoban-I       0180
Little Soko 26                  Sokoban-I       0181
Little Soko 27                  Sokoban-I       0182
Little Soko 28                  Sokoban-I       0183
Little Soko 29                  Sokoban-I       0184
Little Soko 3                   Sokoban-I       0158
Little Soko 30                  Sokoban-I       0185
Little Soko 4                   Sokoban-I       0159
Little Soko 5                   Sokoban-I       0160
Little Soko 6                   Sokoban-I       0161
Little Soko 7                   Sokoban-I       0162
Little Soko 8                   Sokoban-I       0163
Little Soko 9                   Sokoban-I       0164
Little tank on a picnic         Beginner-II     0692
Little Thing                    Challenge-II    0271
Little tricky one               LaserTank       1854
Little water                    Challenge-I     0014
Live In Grand Style             Challenge-II    0911
Live or Die (Wrong or Right)    Sokoban-I       0770
Live to Die Another Day         Beginner-I      1342
LLT ( Long level theory)        Special-I       0471
Load                            Challenge-I     1397
LOADING ERROR                   Beginner-II     1182
Lobster claw                    Challenge-IV    0815
Location : A-16                 Beginner-I      0694
Location : I-10                 Challenge-I     0812
Location : L-4                  Challenge-I     1073
Loch                            LaserTank       1712
Lock Mess                       Challenge-IV    0211
Lock 'n Load                    LaserTank       0072
Lock Pick                       LaserTank       0112
Locked Boxes                    Challenge-IV    1989
Locked Content                  Sokoban-II      1523
Locked Content 2                Sokoban-II      1528
Locked room 1                   Beginner-I      1972
Locked room 2                   Beginner-I      1973
Locked room 3                   Beginner-I      1974
Locked Up                       Challenge-II    1398
Lockpick                        Challenge-IV    1931
Lockpick II                     Challenge-V     0082
LockSmith                       Challenge-II    0860
loco cita'to?                   LaserTank       1713
LOCO is COOL                    Beginner-I      0856
Locoban                         LaserTank       1718
Locoban 2                       Sokoban-I       0062
Locoban 3                       LaserTank       1335
LocoMotive                      LaserTank       1336
Loco's Castle                   LaserTank       1704
Loco's First Icepath            LaserTank       1911
Loco's Second Icepath           LaserTank       1912
Loft.                           Sokoban-II      0902
Logan's Doom                    Challenge-I     1490
Logic Rules                     Challenge-II    1826
Logical Meditaion (Nirvana)     Challenge-I     0323
Logique.                        Sokoban-II      0697
Logiquement.                    Sokoban-II      0698
Logo                            LaserTank       0296
Logo 2                          Challenge-II    1269
Lohnausweis                     Sokoban-I       1447
Loire                           Challenge-I     1176
Loire-Atlantique                Challenge-I     1188
Loiret                          Beginner-II     0660
Loir-et-Cher                    Challenge-I     1170
lokli,inuhbgghg                 Beginner-II     0051
Loko                            Challenge-I     0301
Lollipop                        Challenge-II    0474
Lomalagi                        Beginner-II     1057
London A to Z                   Challenge-III   1918
London Bridge                   Challenge-IV    0457
Lone Hell Peaks                 Special-I       0492
Lone Island!                    Challenge-I     1609
Lonely this Christmas           Beginner-II     0372
Lonely Tunnel                   Challenge-II    0631
Long And Boring (NOT!!!)        Beginner-I      0717
Long Archery Practice           Special-I       0426
Long bridge                     LaserTank       1333
Long Bridge 2                   Sokoban-I       0515
Long Construction               Special-I       0198
Long Cross Again                Sokoban-I       0867
Long far from done              Challenge-II    1014
Long Ice Ride II                Beginner-I      0260
Long Icebox                     Sokoban-I       0852
Long Island.                    Challenge-III   0737
Long Lerdo                      Beginner-I      1061
Long Lerdo Final Lap            Beginner-I      1065
Long Lerdo IV                   Beginner-I      1062
Long Level                      Sokoban-I       0018
Long Level Shortcut             Special-I       0183
Long Level!?                    Beginner-I      0736
Long Level!? II                 Beginner-I      0744
Long Long Way                   LaserTank       0413
Long road                       Challenge-III   0335
Long Road To Ruin               Beginner-II     1021
Long Shot I                     Special-I       0247
Long Shot II                    Special-I       0248
Long Shots!                     Challenge-I     1611
Long Soko II                    Beginner-II     0140
Long Sokoban                    Beginner-I      1690
Long Stocking                   Challenge-II    1206
Long Tea Break                  LaserTank       0343
Long time                       LaserTank       1136
Long Trek                       Challenge-I     0758
Long tunnels                    Challenge-II    0255
Long Walkway                    Special-I       0285
Long Waterway III               Special-I       0363
Long Way                        Special-I       0232
long way 2                      Challenge-III   1412
Long way home                   LaserTank       0548
Long Winded                     Challenge-III   1368
Long.                           Beginner-II     1236
Longing for Sokoban             Sokoban-I       0628
LongShot                        LaserTank       0122
Longwinded Paunch               Sokoban-I       1024
Lonly island                    LaserTank       1691
Look again                      Beginner-I      0049
Look away, Dixieland            Challenge-III   0274
Look B4 U Leap                  Challenge-I     1573
Look Back                       Sokoban-I       0746
look before you leap            LaserTank       0252
Look East                       LaserTank       0757
Look for Easter Eggs            Challenge-III   1180
Look for the hint               Challenge-I     1344
Look in front of u              Beginner-I      1727
Look out!                       LaserTank       0787
Look out! 2                     Beginner-I      0807
Look Through My eyes            LaserTank       2005
Look To The Sky                 Sokoban-I       1746
Look up                         Beginner-I      0163
lookahead                       Challenge-I     0502
lookailke                       Challenge-IV    1246
lookaïlke                       Challenge-IV    1248
lookalike                       Challenge-IV    1245
lookalïke                       Challenge-IV    1247
Looking Back                    Sokoban-I       0323
Looking for trouble             Challenge-II    1459
Look-Out                        Beginner-I      1264
Looks are Decieving!            Beginner-I      1357
Looks easy it's 4 M - 0 S       Beginner-I      1227
Looks Easy??                    Challenge-II    0078
looks hard?                     LaserTank       0606
Looks Like A Tower              Challenge-I     0005
Looks okay...                   Challenge-I     1474
Looks so near                   Challenge-IV    0232
Loony Lunatic                   Challenge-I     0725
Loop Stack                      Challenge-IV    1958
Loop Stack II                   Challenge-IV    1993
Loop the Loop                   LaserTank       0102
Loopholez                       Beginner-I      0340
Loopies                         Challenge-V     0368
Looping again                   Challenge-II    1006
Looping It                      Sokoban-I       0868
Looping Problem                 Challenge-II    0435
Loopy                           LaserTank       0842
Loopy Looping                   Challenge-III   1566
Loose Cannon                    Sokoban-I       1172
Loose Canon                     Challenge-II    0863
loquacités                      Sokoban-I       1838
Lord of the Rings               Challenge-III   1923
Loreglade                       Beginner-II     1138
Lore's Map 1                    Beginner-I      1720
Lormkrinch                      Challenge-I     1679
Lorraine.                       Beginner-II     0533
Losange                         Beginner-II     0262
Lost                            Challenge-III   0679
Lost At Sea                     Challenge-II    0958
Lost at Sea 2                   Beginner-I      1385
Lost Battlefield                Challenge-I     0801
Lost Hideout                    Challenge-I     0803
Lost in Beijing                 Challenge-II    1221
Lost In Laker's Locker          Challenge-IV    0403
Lost in Moscow                  Challenge-II    1220
Lost In Space                   Challenge-I     1277
Lost in the space               Challenge-I     1974
Lost in the spiral              Beginner-II     0808
Lost Night                      Beginner-II     0029
Lost pattern                    Challenge-II    0453
Lost Wages                      Challenge-III   0290
Lost Worlds                     Challenge-II    0396
Lot                             Beginner-II     0661
Lot of blocks-1 tunnel          Beginner-I      1956
Lot of tunnels                  Beginner-II     0344
Lot-et-Garonne                  Challenge-I     1193
Lothalta                        Challenge-I     1859
Lot's                           LaserTank       1888
lots o' bricks, lots o' time    Special-I       0094
Lots of bricks!!!               LaserTank       0881
Lots of enemys                  LaserTank       1913
Lots of flags                   Sokoban-I       0739
Lots of flags-2                 Sokoban-I       0740
Lots of flags-3                 Challenge-II    1241
Lots of flags-4                 Beginner-I      1560
Lots of flags-5                 Sokoban-I       0741
Lots of flags-6                 Sokoban-I       0742
Lots of flags-7                 Sokoban-I       0776
Lots of flags-8                 Sokoban-I       0777
Lots of Lil Bridges             Beginner-II     1315
Lots of ways                    Challenge-III   1613
Lotsa Stuff                     LaserTank       0080
Lotus Flower                    Challenge-IV    0932
Loud Reading                    Challenge-III   0472
L'Ouragan                       Challenge-IV    1373
L'Ouragan 2                     Challenge-IV    1571
Love Sokoban                    Sokoban-I       0231
Love Story Part 1 of 5          Challenge-III   0449
Love Story Part 2 of 5          Challenge-III   0450
Love Story Part 3 of 5          Challenge-III   0451
Love Story Part 4 of 5          Challenge-III   0452
Love Story Part 5 of 5          Challenge-III   0453
Love Tunnel                     Beginner-I      1433
Love Your Enemies               Challenge-I     1725
Love-Hate Relationship          Sokoban-II      0639
Lovely Beginner Level           Beginner-II     0086
Lovewaggon                      Beginner-II     1146
Low Cost                        Challenge-IV    0626
Low Tide-A First                Sokoban-I       1221
Low traffic - bad streets       Challenge-III   1063
Lowering the gard               Challenge-II    0851
Lowest priority side            Challenge-II    0228
Lowland in rainy season         Challenge-II    0373
Low-Tech Puzzle                 Challenge-II    0596
Lozère                          Challenge-II    1553
lsland III                      Beginner-I      0495
LT - Sokopanne                  Sokoban-II      1286
LT - Sokopanne2                 Sokoban-II      1287
LT (LaserTank) - 1              Sokoban-I       1918
LT (LaserTank) - 2              Sokoban-I       1919
LT Eighth Commandment           Challenge-V     0342
LT Fifth Commandment            Challenge-V     0339
LT First Commandment            Challenge-V     0335
LT Fourth Commandment           Challenge-V     0338
LT in Nintendo                  Sokoban-I       1248
LT in Wonderland                Challenge-IV    0700
LT Ninth Commandment            Challenge-V     0343
LT on ice 2018                  Challenge-V     0454
LT Quiz #1                      Sokoban-I       1201
LT Quiz #2                      Sokoban-I       1202
LT Second Commandment           Challenge-V     0336
LT Seventh Commandment          Challenge-V     0341
LT Sixth Commandment            Challenge-V     0340
LT Soko 1                       Sokoban-I       1012
LT Soko 10                      Sokoban-I       1096
LT Soko 11                      Sokoban-I       1097
LT Soko 12                      Sokoban-I       1098
LT Soko 13                      Sokoban-I       1099
LT Soko 14                      Sokoban-I       1100
LT Soko 15                      Sokoban-I       1101
LT Soko 16                      Sokoban-I       1102
LT Soko 17                      Sokoban-I       1103
LT Soko 18                      Sokoban-I       1104
LT Soko 19                      Sokoban-I       1105
LT Soko 2                       Sokoban-I       1013
LT Soko 20                      Sokoban-I       1106
LT Soko 21                      Sokoban-I       1206
LT Soko 22                      Sokoban-I       1207
LT Soko 23                      Sokoban-I       1208
LT Soko 24                      Sokoban-I       1209
LT Soko 25                      Sokoban-I       1210
LT Soko 26                      Sokoban-I       1211
LT Soko 27                      Sokoban-I       1212
LT Soko 28                      Sokoban-I       1213
LT Soko 29                      Sokoban-I       1214
LT Soko 3                       Sokoban-I       1014
LT Soko 30                      Sokoban-I       1215
LT Soko 31                      Sokoban-I       1216
LT Soko 32                      Sokoban-I       1217
LT Soko 4                       Sokoban-I       1015
LT Soko 5                       Sokoban-I       1016
LT Soko 6                       Sokoban-I       1017
LT Soko 7                       Sokoban-I       1018
LT Soko 8                       Sokoban-I       1019
LT Soko 9                       Sokoban-I       1095
LT Tenth Commandment            Challenge-V     0344
LT Test #1: "Tank movers"       Challenge-II    1336
LT Test #2: "Ice & Thin Ice"    Challenge-II    1337
LT Test #3: "Tunnels"           Challenge-II    1338
LT Test #4: "Mirrors"           Challenge-II    1339
LT Test #5: "Bricks"            Challenge-II    1340
LT Test #6: "Blocks"            Challenge-II    1341
LT Test #7: "Anti-tanks"        Challenge-II    1342
LT Test #8: "Tank on top"       Challenge-II    1343
LT Third Commandment            Challenge-V     0337
LT Trade Center                 Challenge-II    1456
LTG - Rotary Mirrors 1          Challenge-III   0125
LTG - Rotary Mirrors 2          Challenge-III   0126
LTG Test                        Challenge-II    1848
Luck & Desperation              Challenge-I     1068
Luck in Dodeka                  Challenge-III   0613
Luck Reaction                   Sokoban-I       1184
Lucky #7                        Challenge-II    0015
Lucky Dodeka                    Sokoban-I       1336
Lucky Eight                     LaserTank       0526
Lucky I got my laser cannon     LaserTank       0549
Lucky level                     Beginner-I      0384
Lucky number: 88                Challenge-II    0507
lucky, lucky..                  Beginner-II     0113
Lugano Time                     Challenge-II    1954
Luggage                         Challenge-II    0219
Luigi's maze                    Challenge-III   0599
Lukas Quest                     Beginner-I      0304
Luke Mohican                    Challenge-III   0016
Lunar Orbit End                 Challenge-III   0084
Lunel                           Beginner-I      1844
Lunette de Soleil?              Challenge-I     0120
Lung Reaction                   Sokoban-I       1185
Lungenkarzinom                  Challenge-III   0539
Lupo Bergami                    Challenge-III   0313
LupoManie                       Challenge-III   0025
Luv Is In The Air               LaserTank       0838
Luxury Tax                      Sokoban-II      0829
LV1                             Challenge-II    1577
LV2                             Beginner-II     0682
LWR                             Challenge-I     0230
lyf's Secret Chambers           Challenge-V     0617
m a z e                         Beginner-I      0035
M Island IX (Freedom Jail)      Challenge-I     0177
M Island V (The Deception)      Challenge-I     0173
M Island VI (The Faction)       Challenge-I     0174
M Island VII (The Destruction   Challenge-I     0175
M Island VIII (Cybrosis)        Challenge-I     0176
M Island X (Freedom Jail)       Challenge-I     0178
M Island XI (The Reconcile)     Challenge-I     0179
M.I. 666                        LaserTank       1142
M:i-2                           LaserTank       1549
M´Trinkle                       Special-I       0167
M14 block is not in crystal !   Sokoban-II      1462
MAC                             Beginner-II     0951
Macabro                         Challenge-III   0681
Machine Pistol                  Challenge-III   1975
Mâchouiller.                    Sokoban-II      0714
MACKA                           Challenge-III   0638
Mad Game                        Sokoban-I       1287
mad man                         LaserTank       1721
Mad Reduction                   Sokoban-I       1337
Mad Seduction                   Challenge-IV    0436
Mad Sokoban                     Sokoban-I       0389
Madagascar-palm dungeon         Sokoban-I       1858
Made Bucolic                    Sokoban-I       0964
Made in Poland                  LaserTank       0625
Madison Road.                   Challenge-III   0918
Madness Lazers                  Beginner-I      1369
Madness??                       Challenge-III   1618
Maestro                         Challenge-IV    1776
Maestro Luni                    Sokoban-I       0949
Mafia Hotel                     Challenge-I     1012
Magermilchjoghurt               Challenge-IV    0002
Magermilchvollzug               Sokoban-II      1601
Magermilchyoghurt               Sokoban-II      1600
Magic Bullet                    Challenge-IV    0236
Magic Bullet 2                  Challenge-IV    0237
magic circle-2014               Challenge-V     0001
Magic Microwave                 Sokoban-II      1335
Magic Mirrors                   Challenge-I     1579
